sdtname,object-id,st-area(shape),district,timeperiod,total-tender-awarded-value,immediate-measures-tenders-awarded-value,others-tenders-awarded-value,repair-and-restoration-tenders-awarded-value,max-rain,mean-rain,count,sum-rain,inundation-pct,inundation-intensity-mean,inundation-intensity-mean-nonzero,inundation-intensity-sum,mean-sex-ratio,sum-aged-population,sum-young-population,sum-population,schools-count,total-rail-length,rail-count,total-road-length,health-centres-count,stname,dtname,st-area-sh,st-length-,remarks,dist-lgd,state-lgd,subdt-lgd,ac-no,st-length(shape),elevation-mean,slope-mean,stcode11,dtcode11,sub-district-code,urban-hhd,urban-electricity,urban-tele,urban-hhd-pipe,urban-no-sanitation,rural-hhd,total-hhd,avg-electricity,avg-tele,sd-piped-hhds-pct,sd-nosanitation-hhds-pct,total-hhd.1,exposure,flood-hazard,government-response,vulnerability,financial-year,total-tender-awarded-value-fy-cumsum,repair-and-restoration-tenders-awarded-value-fy-cumsum,immediate-measures-tenders-awarded-value-fy-cumsum,others-tenders-awarded-value-fy-cumsum,topsis-score,risk-score
Budaun,09-149-00782,1493387600.1629956,Budaun,2025_08,0.0,0.0,0.0,0.0,0.56,0.45,1067.0,485.43,0.0,0.0,0.0,0.0,0.86,63214.0,140538.0,1279597.0,997,53463.0,13.0,200084.0,119.0,UTTAR PRADESH,Budaun,0.0,0.0,0.0,133.0,9.0,782.0,116.0,269418.464569652,165.0,67.69517794892693,9.0,149.0,782.0,40801.178668478264,816023.5733695653,122403.53600543478,7642.060764605979,2570.47425611413,170235.0,211036.0,11.9,2.0,14.77,9.79,211036.0,3,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.550834577314116,4
Bilgram,09-155-00812,1205097441.3825023,Hardoi,2025_08,0.0,0.0,0.0,0.0,0.54,0.43,870.0,372.03,0.0,0.0,0.0,0.0,0.86,56081.0,82779.0,836918.0,1029,29210.0,8.0,165277.0,98.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,812.0,159.0,254141.8953667703,133.0,71.5462300804753,9.0,155.0,812.0,14559.899849269705,291197.99698539404,43679.69954780911,2727.0692417682153,917.2736905039912,129000.0,143560.0,10.7,2.0,7.42,13.07,143560.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Machhlishahr,09-194-00983,1002758057.2174994,Jaunpur,2025_08,0.0,0.0,0.0,0.0,0.99,0.43,735.0,315.81,0.0,0.0,0.0,0.0,1.02,82212.0,92693.0,1009857.0,970,36797.0,12.0,209515.0,91.0,UTTAR PRADESH,Jaunpur,0.0,0.0,0.0,152.0,9.0,983.0,368.0,218800.66030963627,88.0,67.95575460076265,9.0,194.0,983.0,3958.167246942935,79163.3449388587,11874.501740828804,741.3647253524117,249.3645365574049,163073.0,167031.0,11.0,2.0,5.94,15.41,167031.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Pratapgarh,09-173-00882,1386187835.5881257,Pratapgarh,2025_08,0.0,0.0,0.0,0.0,0.64,0.52,1005.0,525.13,0.0,0.0,0.0,0.0,0.99,105641.0,112427.0,1334367.0,1201,56255.0,16.0,325503.0,153.0,UTTAR PRADESH,Pratapgarh,0.0,0.0,0.0,174.0,9.0,882.0,247.0,342992.07739351573,98.0,73.7520799353655,9.0,173.0,882.0,19394.445382823116,387888.90765646234,58183.336148469345,3632.5796202027695,1221.8500591178563,104869.0,124263.0,12.4,2.0,12.63,11.63,124263.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Meja,09-175-00894,1034150545.9497678,Prayagraj,2025_08,0.0,0.0,0.0,0.0,0.64,0.44,751.0,333.33,0.0,0.0,0.0,0.0,0.89,54657.0,76027.0,828638.0,670,26483.0,5.0,191666.0,85.0,UTTAR PRADESH,Prayagraj,0.0,0.0,0.0,120.0,9.0,894.0,265.0,219545.10315569473,103.0,68.60972915603162,9.0,175.0,894.0,3031.577466881794,60631.54933763588,9094.732400645382,567.8144595469599,190.98938041355305,143385.0,146417.0,10.7,2.0,11.12,18.01,146417.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Rae Bareli,09-158-00825,1212081094.9455805,Rae Bareli,2025_08,0.0,0.0,0.0,0.0,0.61,0.44,879.0,389.45,0.0,0.0,0.0,0.0,0.93,81543.0,92565.0,1064906.0,1159,56437.0,20.0,252928.0,105.0,UTTAR PRADESH,Rae Bareli,0.0,0.0,0.0,175.0,9.0,825.0,180.0,215367.4425888235,111.0,71.07877728042764,9.0,158.0,825.0,9385.036514945652,187700.73029891303,28155.109544836956,1757.8173392493206,591.257300441576,147078.0,156463.0,11.2,2.0,14.99,10.64,156463.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Shahabad,09-155-00809,1240370838.2599435,Hardoi,2025_08,0.0,0.0,0.0,0.0,0.58,0.49,889.0,432.98,0.0,0.0,0.0,0.0,0.86,63487.0,94455.0,946766.0,941,32178.0,9.0,189084.0,72.0,UTTAR PRADESH,Hardoi,0.0,0.0,0.0,150.0,9.0,809.0,155.0,274126.16530635464,144.0,69.59798061534883,9.0,155.0,809.0,23917.850049889606,478357.0009977921,71753.55014966882,4479.813314344323,1506.8245531430453,153486.0,177404.0,10.9,2.0,15.21,18.78,177404.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Hasanganj,09-156-00815,1410177935.4741244,Unnao,2025_08,0.0,0.0,0.0,0.0,0.59,0.51,1020.0,519.86,0.0,0.0,0.0,0.0,0.9,67955.0,80592.0,938271.0,879,23119.0,5.0,302419.0,112.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,815.0,164.0,304356.13303368137,126.0,70.21417343322994,9.0,156.0,815.0,6747.044399095618,134940.88798191235,20241.133197286857,1263.7214159506093,425.063797143024,155020.0,161767.0,11.1,2.0,3.66,11.23,161767.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Sidhauli,09-154-00808,969518996.31155,Sitapur,2025_08,0.0,0.0,0.0,0.0,0.64,0.46,701.0,319.9,0.0,0.0,0.0,0.0,0.87,53146.0,82511.0,803294.0,668,33208.0,5.0,129006.0,82.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,808.0,152.0,242749.97796881144,129.0,72.74431372467095,9.0,154.0,808.0,5895.352716860564,117907.05433721127,17686.05815058169,1104.1995638679837,371.40722116221554,125955.0,131850.0,10.6,2.0,15.35,16.32,131850.0,2,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5486710812242471,4
Shikarpur,09-142-00750,709889754.8424231,Bulandshahr,2025_08,1165336.0,0.0,1165336.0,0.0,0.7,0.49,504.0,249.44,0.0,0.0,0.0,0.0,0.89,35403.0,53757.0,549463.0,814,0.0,0.0,130498.0,63.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,750.0,69.0,193950.3981386573,195.0,68.2394156214203,9.0,142.0,750.0,12955.180504840351,259103.61009680707,38865.54151452106,2426.5053085565983,816.1763718049423,81209.0,94164.0,12.3,2.0,23.28,6.51,94164.0,1,4,2,1,2025-2026,1165336.192,0.0,0.0,1165336.192,0.544282878467901,4
Bisauli,09-149-00779,1204754900.3256004,Budaun,2025_08,0.0,0.0,0.0,0.0,0.52,0.43,865.0,376.27,0.0,0.0,0.0,0.0,0.86,50406.0,112298.0,1011425.0,731,25715.0,5.0,173096.0,99.0,UTTAR PRADESH,Budaun,0.0,0.0,0.0,133.0,9.0,779.0,112.0,239442.5924662731,180.0,67.87782725569524,9.0,149.0,779.0,26596.014563519024,531920.2912703805,79788.04369055707,4981.433527747113,1675.5489175016985,108970.0,135566.0,12.3,2.0,15.99,9.03,135566.0,2,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.526176593206,4
Bhadohi,09-198-00997,434049751.43031913,Bhadohi,2025_08,0.0,0.0,0.0,0.0,0.66,0.5,312.0,155.34,0.0,0.0,0.0,0.0,0.95,39044.0,56983.0,571361.0,732,42237.0,10.0,138669.0,84.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,997.0,392.0,252252.82313762995,85.0,66.8855282947383,9.0,198.0,997.0,8411.925234587297,168238.50469174594,25235.775703761898,1575.5535964382009,529.9512897789997,177420.0,185832.0,10.7,2.0,7.37,10.94,185832.0,2,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.526176593206,4
Gyanpur,09-198-00998,493574335.31265134,Bhadohi,2025_08,0.0,0.0,0.0,0.0,0.66,0.61,357.0,216.81,0.0,0.0,0.0,0.0,0.94,54807.0,81633.0,817368.0,873,14182.0,2.0,133986.0,80.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,998.0,393.0,198982.5604937233,85.0,67.20130542035866,9.0,198.0,998.0,9656.865022078806,193137.3004415761,28970.59506623642,1808.7308186353605,608.3824963909648,154597.0,164254.0,11.1,2.0,14.85,7.86,164254.0,2,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.526176593206,4
Nautanwa,09-187-00944,841492260.8889315,Maharajganj,2025_08,0.0,0.0,0.0,0.0,0.73,0.58,606.0,349.58,0.0,0.0,0.0,0.0,0.93,49366.0,69007.0,726882.0,551,25993.0,6.0,95062.0,64.0,UTTAR PRADESH,Maharajganj,0.0,0.0,0.0,164.0,9.0,944.0,316.0,245863.45668541113,96.0,66.34971053721596,9.0,187.0,944.0,6949.438901154892,138988.77802309784,20848.316703464676,1301.6299061863112,437.81465077275817,137433.0,144382.0,10.1,2.0,6.71,10.19,144382.0,2,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.526176593206,4
Badlapur,09-194-00982,569750474.7686034,Jaunpur,2025_08,0.0,0.0,0.0,0.0,0.99,0.45,407.0,185.18,0.0,0.0,0.0,0.0,1.02,41233.0,46385.0,500185.0,466,20471.0,4.0,115431.0,66.0,UTTAR PRADESH,Jaunpur,0.0,0.0,0.0,152.0,9.0,982.0,364.0,189652.38097795856,86.0,66.79241798025838,9.0,194.0,982.0,161.7617399796196,3235.234799592392,485.28521993885875,30.29797389818275,10.190989618716037,116342.0,116504.0,9.6,2.0,13.8,13.04,116504.0,1,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5252701032159847,4
Mahmudabad,09-154-00807,1026696377.6876886,Sitapur,2025_08,0.0,0.0,0.0,0.0,0.64,0.43,739.0,314.55,0.0,0.0,0.0,0.0,0.88,50484.0,78492.0,762631.0,829,19671.0,3.0,104351.0,78.0,UTTAR PRADESH,Sitapur,0.0,0.0,0.0,183.0,9.0,807.0,151.0,247428.78171714648,119.0,66.6131360348694,9.0,154.0,807.0,6250.315206776495,125006.3041355299,18750.945620329483,1170.6840382292376,393.7698580269192,118222.0,124472.0,10.7,2.0,12.84,16.83,124472.0,1,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5252701032159847,4
Karwi,09-171-00875,2909873447.7544866,Chitrakoot,2025_08,0.0,0.0,0.0,0.0,0.66,0.41,2125.0,871.71,0.0,0.0,0.0,0.0,0.87,72712.0,108269.0,1000332.0,1199,107204.0,26.0,304543.0,130.0,UTTAR PRADESH,Chitrakoot,0.0,0.0,0.0,136.0,9.0,875.0,237.0,487681.7206973635,173.0,72.09334837776191,9.0,171.0,875.0,4612.070511527684,92241.41023055368,13836.211534583052,863.8408068091352,290.5604422262441,67119.0,71731.0,11.5,2.0,12.03,16.44,71731.0,1,3,5,5,2025-2026,0.0,0.0,0.0,0.0,0.5252701032159847,4
Mirzapur,09-199-01000,1424644522.791776,Mirzapur,2025_08,0.0,0.0,0.0,0.0,0.66,0.59,1044.0,620.77,0.0,0.0,0.0,0.0,0.89,114694.0,163091.0,1632942.0,1104,76167.0,19.0,294541.0,140.0,UTTAR PRADESH,Mirzapur,0.0,0.0,0.0,170.0,9.0,1000.0,397.0,312340.5277407958,99.0,69.0904299972994,9.0,199.0,1000.0,19173.12649934188,383462.5299868377,57519.37949802564,3591.126593326734,1207.9069694585385,236829.0,256002.0,11.6,2.0,28.18,9.5,256002.0,3,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.5245642547706713,4
Sadar,09-157-00821,1181226858.933099,Lucknow,2025_08,0.0,0.0,0.0,0.0,0.65,0.5,847.0,425.83,0.0,0.0,0.0,0.0,0.9,306595.0,331408.0,4612466.0,2823,130683.0,59.0,469704.0,200.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,821.0,175.0,308417.65083501587,120.0,71.76306221631482,9.0,157.0,821.0,611841.3389521061,12236826.77904212,1835524.0168563183,114597.88278572948,38546.00435398268,21527.0,633368.0,19.7,3.0,18.26,6.22,633368.0,5,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5154596312168025,4
Kanpur,09-164-00849,1334431345.1519291,Kanpur Nagar,2025_08,0.0,0.0,0.0,0.0,0.55,0.51,968.0,492.18,0.0,0.0,0.0,0.0,0.85,285179.0,267150.0,3992963.0,3752,123457.0,41.0,403008.0,213.0,UTTAR PRADESH,Kanpur Nagar,0.0,0.0,0.0,157.0,9.0,849.0,210.0,274456.586145151,123.0,68.13811088258588,9.0,164.0,849.0,219849.8116269319,4396996.232538639,659549.4348807958,41177.869717724345,13850.538132496711,85288.0,305138.0,17.5,3.0,19.5,6.1,305138.0,5,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.5154596312168025,4
Ramsanehighat,09-176-00900,730953158.23344,Barabanki,2025_08,0.0,0.0,0.0,0.0,0.62,0.5,530.0,266.45,0.0,0.0,0.0,0.0,0.9,39766.0,56463.0,565107.0,546,11432.0,3.0,144856.0,72.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,900.0,270.0,238370.90206338788,108.0,65.99469052435211,9.0,176.0,900.0,1829.8470936650815,36596.941873301635,5489.541280995245,342.7303606434698,115.28036690090016,93498.0,95328.0,11.1,2.0,2.54,5.65,95328.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Mahroni,09-167-00863,2438990135.6820936,Lalitpur,2025_08,0.0,0.0,0.0,0.0,0.36,0.22,1798.0,402.84,0.0,0.0,0.0,0.0,0.89,33258.0,58122.0,527096.0,641,20068.0,12.0,141382.0,85.0,UTTAR PRADESH,Lalitpur,0.0,0.0,0.0,161.0,9.0,863.0,227.0,330647.5263174543,384.0,70.96531683615581,9.0,167.0,863.0,2188.2677824600887,43765.355649201774,6564.803347380266,409.8625556547746,137.8608702949856,53799.0,55987.0,9.0,2.0,38.75,13.05,55987.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Ramnagar,09-176-00897,561683241.8980553,Barabanki,2025_08,0.0,0.0,0.0,0.0,0.58,0.53,396.0,209.45,0.0,0.0,0.0,0.0,0.89,27243.0,38969.0,398844.0,406,33396.0,13.0,42185.0,37.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,897.0,267.0,186031.6979791906,112.0,61.934294346634594,9.0,176.0,897.0,3273.255376401155,65465.1075280231,9819.766129203465,613.0807319999363,206.21508871327276,77454.0,80727.0,9.7,2.0,18.43,9.75,80727.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Safipur,09-156-00814,1295375395.8368642,Unnao,2025_08,0.0,0.0,0.0,0.0,0.59,0.43,931.0,396.76,0.0,0.0,0.0,0.0,0.9,65465.0,78033.0,905600.0,877,41838.0,7.0,187552.0,101.0,UTTAR PRADESH,Unnao,0.0,0.0,0.0,186.0,9.0,814.0,162.0,228574.1872318029,126.0,69.5616617756866,9.0,156.0,814.0,17727.329207710598,354546.584154212,53181.98762313179,3320.328760604195,1116.8217400857675,55683.0,73410.0,12.3,2.0,10.71,6.1,73410.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Talbehat,09-167-00861,1464089916.8411548,Lalitpur,2025_08,0.0,0.0,0.0,0.0,0.38,0.27,1070.0,290.83,0.0,0.0,0.0,0.0,0.89,28710.0,50293.0,452569.0,360,31545.0,6.0,237350.0,72.0,UTTAR PRADESH,Lalitpur,0.0,0.0,0.0,161.0,9.0,861.0,226.0,217684.33954621316,319.0,71.45730879944666,9.0,167.0,861.0,10682.83797554348,213656.7595108696,32048.51392663044,2000.8955528192937,673.0187924592392,77590.0,88273.0,10.7,2.0,27.22,10.7,88273.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Aurai,09-198-00999,320473790.30788547,Bhadohi,2025_08,0.0,0.0,0.0,0.0,0.66,0.65,239.0,155.92,0.0,0.0,0.0,0.0,0.94,37102.0,54886.0,540561.0,542,23373.0,6.0,162656.0,62.0,UTTAR PRADESH,Bhadohi,0.0,0.0,0.0,179.0,9.0,999.0,394.0,133597.89208946176,83.0,65.50930585063426,9.0,198.0,999.0,4566.408492378567,91328.16984757132,13699.2254771357,855.2883106225055,287.6837350198497,117056.0,121622.0,10.5,2.0,12.79,10.12,121622.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Jalesar,09-201-01009,671544115.494197,Etah,2025_08,0.0,0.0,0.0,0.0,0.48,0.45,478.0,213.78,0.0,0.0,0.0,0.0,0.87,25870.0,39287.0,396192.0,937,30663.0,1.0,112470.0,51.0,UTTAR PRADESH,Etah,0.0,0.0,0.0,138.0,9.0,1009.0,106.0,164774.1851475561,171.0,73.82104399812098,9.0,201.0,1009.0,10518.399286684784,210367.98573369568,31555.19786005435,1970.09618639606,662.6591550611414,64884.0,75402.0,12.3,2.0,23.34,12.89,75402.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Kiraoli,09-146-00767,913142418.0198518,Agra,2025_08,0.0,0.0,0.0,0.0,0.49,0.41,663.0,269.62,0.0,0.0,0.0,0.0,0.86,36033.0,61559.0,645410.0,610,66548.0,20.0,288423.0,102.0,UTTAR PRADESH,Agra,0.0,0.0,0.0,118.0,9.0,767.0,91.0,240142.74627753973,170.0,76.90053167750288,9.0,146.0,767.0,19070.822860054348,381416.457201087,57212.46858016304,3571.9651216881794,1201.461840183424,93265.0,112336.0,12.6,2.0,18.5,8.28,112336.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Sikandra Rao,09-144-00758,725102128.1983687,Hathras,2025_08,0.0,0.0,0.0,0.0,0.48,0.39,523.0,205.2,0.0,0.0,0.0,0.0,0.87,31795.0,48873.0,491510.0,759,29569.0,7.0,82449.0,60.0,UTTAR PRADESH,Hathras,0.0,0.0,0.0,163.0,9.0,758.0,80.0,158050.74726947906,175.0,77.90422023543394,9.0,144.0,758.0,12397.874702785328,247957.49405570657,37193.62410835599,2322.1219318316917,781.0661062754757,61101.0,73499.0,10.9,2.0,7.67,5.24,73499.0,1,3,5,4,2025-2026,0.0,0.0,0.0,0.0,0.5028578100242455,3
Chandausi,09-754-00722,821409530.3383827,Sambhal,2025_08,0.0,0.0,0.0,0.0,0.48,0.33,582.0,194.35,0.0,0.0,0.0,0.0,0.88,49197.0,110001.0,983933.0,537,40207.0,9.0,160393.0,80.0,UTTAR PRADESH,Sambhal,0.0,0.0,0.0,659.0,9.0,722.0,31.0,239977.67545327567,189.0,68.69002213095143,9.0,754.0,722.0,23719.59615956182,474391.9231912365,71158.78847868546,4442.680360685929,1494.3345580523946,102235.0,125955.0,11.5,2.0,14.0,6.76,125955.0,2,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.5002639732439453,3
Sambhal,09-754-00721,1158141565.148043,Sambhal,2025_08,0.0,0.0,0.0,0.0,0.49,0.4,821.0,325.72,0.0,0.0,0.0,0.0,0.88,69058.0,154299.0,1391628.0,1090,13771.0,5.0,116276.0,126.0,UTTAR PRADESH,Sambhal,0.0,0.0,0.0,659.0,9.0,721.0,33.0,234852.465973177,200.0,65.72674441253235,9.0,754.0,721.0,34422.754609481155,688455.092189623,103268.26382844348,6447.38193835582,2168.633540397313,163124.0,197547.0,11.6,2.0,18.06,5.06,197547.0,3,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.49739895251050464,3
Meerut,09-138-00734,1234734518.821442,Meerut,2025_08,0.0,0.0,0.0,0.0,0.43,0.36,874.0,310.43,0.0,0.0,0.0,0.0,0.88,150608.0,234040.0,2505961.0,1526,47107.0,13.0,324526.0,178.0,UTTAR PRADESH,Meerut,0.0,0.0,0.0,169.0,9.0,734.0,49.0,236585.30027391372,223.0,68.11901892104639,9.0,138.0,734.0,149569.09880264947,2991381.9760529893,448707.2964079484,28014.292205736245,9422.853224566918,127185.0,276754.0,16.1,3.0,27.14,4.77,276754.0,4,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4950445395364851,3
Moradabad,09-135-00719,1011553458.2590028,Moradabad,2025_08,0.0,0.0,0.0,0.0,0.45,0.37,716.0,266.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2134027.0,2388,90789.0,32.0,211118.0,139.0,UTTAR PRADESH,Moradabad,0.0,0.0,0.0,171.0,9.0,719.0,29.0,321562.99641972844,196.0,69.60851220332405,9.0,135.0,719.0,125652.74724545688,2513054.9449091377,376958.2417363706,23534.75955907407,7916.123076463783,166325.0,291978.0,13.8,3.0,18.01,6.02,291978.0,4,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4950445395364851,3
Hathras,09-144-00759,608465379.7286415,Hathras,2025_08,0.0,0.0,0.0,0.0,0.48,0.44,441.0,194.99,0.0,0.0,0.0,0.0,0.86,44729.0,68088.0,689484.0,717,51501.0,21.0,100941.0,63.0,UTTAR PRADESH,Hathras,0.0,0.0,0.0,163.0,9.0,759.0,78.0,185773.75819127457,174.0,77.06294957126481,9.0,144.0,759.0,14119.48396102242,282389.67922044836,42358.45188306726,2644.579345899499,889.5274895444124,65411.0,79530.0,12.5,2.0,13.55,5.31,79530.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Sohawal,09-177-00904,546645677.178263,Ayodhya,2025_08,0.0,0.0,0.0,0.0,0.62,0.53,393.0,209.34,0.0,0.0,0.0,0.0,0.95,40069.0,46997.0,526164.0,150,35608.0,10.0,222492.0,54.0,UTTAR PRADESH,Ayodhya,0.0,0.0,0.0,140.0,9.0,904.0,274.0,194667.17357445197,100.0,65.87296805488211,9.0,177.0,904.0,4946.896654211957,98937.93308423914,14840.689962635872,926.5537433338995,311.6544892153533,67268.0,72215.0,11.5,2.0,12.5,10.78,72215.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Malihabad,09-157-00819,601843483.572194,Lucknow,2025_08,0.0,0.0,0.0,0.0,0.57,0.47,436.0,203.73,0.0,0.0,0.0,0.0,0.9,33826.0,36725.0,513647.0,300,25163.0,6.0,97175.0,85.0,UTTAR PRADESH,Lucknow,0.0,0.0,0.0,162.0,9.0,819.0,168.0,208350.3560055396,126.0,72.98627810622092,9.0,157.0,819.0,2945.987177309783,58919.74354619566,8837.961531929348,551.7833983101224,185.5971921705163,79606.0,82552.0,12.1,2.0,8.11,5.39,82552.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Fatehpur,09-176-00896,930176996.452998,Barabanki,2025_08,0.0,0.0,0.0,0.0,0.65,0.55,672.0,369.99,0.0,0.0,0.0,0.0,0.89,53151.0,75529.0,756383.0,672,22970.0,4.0,94846.0,86.0,UTTAR PRADESH,Barabanki,0.0,0.0,0.0,129.0,9.0,896.0,266.0,293891.83686878247,122.0,68.59095575760212,9.0,176.0,896.0,5304.020080566406,106080.40161132812,15912.06024169922,993.4429610900878,334.1532650756836,112630.0,117934.0,10.5,2.0,9.27,5.83,117934.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Lalganj,09-173-00880,423159774.0622532,Pratapgarh,2025_08,0.0,0.0,0.0,0.0,0.64,0.5,308.0,153.64,0.0,0.0,0.0,0.0,0.99,26442.0,28167.0,346232.0,304,0.0,0.0,85616.0,35.0,UTTAR PRADESH,Pratapgarh,0.0,0.0,0.0,174.0,9.0,880.0,244.0,212307.69530896316,101.0,74.27705564239047,9.0,173.0,880.0,34.09997359566067,681.9994719132135,102.299920786982,6.386925054467244,2.148298336526622,190397.0,190431.0,10.2,2.0,10.27,12.09,190431.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Amethi,09-706-00914,748564000.8943195,Amethi,2025_08,0.0,0.0,0.0,0.0,0.64,0.5,543.0,274.07,0.0,0.0,0.0,0.0,0.97,45315.0,51286.0,589361.0,559,29197.0,10.0,156897.0,70.0,UTTAR PRADESH,Amethi,0.0,0.0,0.0,640.0,9.0,914.0,186.0,177034.13306655688,100.0,73.82595966211429,9.0,706.0,914.0,992.2750987177312,19845.50197435462,2976.8252961531934,185.85312598983103,62.51333121921706,99247.0,100239.0,10.9,2.0,10.09,5.31,100239.0,1,3,5,3,2025-2026,0.0,0.0,0.0,0.0,0.4781115497475221,3
Dadri,09-141-00742,628343792.5460336,Gautam Buddha Nagar,2025_08,0.0,0.0,0.0,0.0,0.5,0.28,441.0,123.83,0.0,0.0,0.0,0.0,0.84,117539.0,211373.0,2175549.0,1084,26913.0,6.0,307337.0,106.0,UTTAR PRADESH,Gautam Buddha Nagar,0.0,0.0,0.0,144.0,9.0,742.0,62.0,167537.0461512224,206.0,73.70639320119967,9.0,141.0,742.0,61862.11128566577,1237242.2257133154,185586.3338569973,11586.7734438052,3897.3130109969434,35658.0,97520.0,16.8,3.0,19.87,4.04,97520.0,3,3,5,1,2025-2026,0.0,0.0,0.0,0.0,0.4729996533048206,3
Sasni,09-144-00757,349343845.2702699,Hathras,2025_08,0.0,0.0,0.0,0.0,0.48,0.47,246.0,115.64,0.0,0.0,0.0,0.0,0.86,18532.0,28256.0,282073.0,317,20838.0,8.0,32339.0,45.0,UTTAR PRADESH,Hathras,0.0,0.0,0.0,163.0,9.0,757.0,78.0,117454.6700192538,179.0,76.59379800754155,9.0,144.0,757.0,961.4090098505436,19228.18019701087,2884.2270295516305,180.07190754500678,60.56876762058424,51898.0,52859.0,11.4,2.0,7.49,3.21,52859.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.45412243010491316,3
Khurja,09-142-00751,690390711.8278683,Bulandshahr,2025_08,0.0,0.0,0.0,0.0,0.58,0.33,494.0,163.21,0.0,0.0,0.0,0.0,0.89,44593.0,68004.0,674548.0,523,35736.0,8.0,131917.0,56.0,UTTAR PRADESH,Bulandshahr,0.0,0.0,0.0,134.0,9.0,751.0,70.0,177857.45026886562,196.0,67.49884248815492,9.0,142.0,751.0,13913.761517068617,278275.2303413723,41741.28455120584,2606.0475321469517,876.5669755753228,87840.0,101754.0,12.3,2.0,16.84,4.36,101754.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.45412243010491316,3
Kasganj,09-202-01010,787493670.00277,Kasganj,2025_08,0.0,0.0,0.0,0.0,0.52,0.39,559.0,218.15,0.0,0.0,0.0,0.0,0.87,47335.0,87255.0,796132.0,760,43970.0,16.0,105064.0,53.0,UTTAR PRADESH,Kasganj,0.0,0.0,0.0,633.0,9.0,1010.0,100.0,215258.78362640945,172.0,67.85906002089303,9.0,202.0,1010.0,20661.298483143684,413225.96966287366,61983.89544943105,3869.861205892812,1301.661804438052,89021.0,109682.0,12.6,2.0,29.22,7.52,109682.0,1,3,5,2,2025-2026,0.0,0.0,0.0,0.0,0.45412243010491316,3
